Benchmark,Flags,Energy,Time,Success,RunId
EP.D,-O3,25501444871,125.355508,True,-1
EP.D,-O3,25943905847,125.230327,True,-1
EP.D,-O3,25997666813,125.31218,True,-1
EP.D,-O2 -fno-aggressive-loop-optimizations -falign-functions -fno-align-jumps -fno-align-labels -falign-loops -fasynchronous-unwind-tables -fno-auto-inc-dec -fbranch-count-reg -fbranch-target-load-optimize -fbranch-target-load-optimize2 -fno-btr-bb-exclusive -fcaller-saves -fcode-hoisting -fno-combine-stack-adjustments -fcompare-elim -fconserve-stack -fcprop-registers -fcrossjumping -fcse-follow-jumps -fdce -fdefer-pop -fdelayed-branch -fdelete-dead-exceptions -fdelete-null-pointer-checks -fdevirtualize -fno-devirtualize-speculatively -fdse -fno-early-inlining -fno-exceptions -fexpensive-optimizations -fforward-propagate -fno-function-cse -fgcse -fgcse-after-reload -fgcse-las -fgcse-lm -fgcse-sm -fno-graphite -fgraphite-identity -fguess-branch-probability -fhoist-adjacent-loads -fno-if-conversion -fno-if-conversion2 -findirect-inlining -finline -finline-atomics -finline-functions -finline-functions-called-once -fno-inline-small-functions -fipa-bit-cp -fno-ipa-cp -fipa-cp-clone -fno-ipa-icf -fno-ipa-icf-functions -fno-ipa-icf-variables -fno-ipa-profile -fno-ipa-pta -fipa-pure-const -fno-ipa-ra -fipa-reference -fno-ipa-sra -fipa-vrp -fira-hoist-pressure -fira-loop-pressure -fira-share-save-slots -fno-ira-share-spill-slots -fisolate-erroneous-paths-attribute -fisolate-erroneous-paths-dereference -fivopts -fjump-tables -fkeep-gc-roots-live -fno-limit-function-alignment -flive-range-shrinkage -floop-nest-optimize -fno-loop-parallelize-all -fno-lra-remat -fmodulo-sched -fmodulo-sched-allow-regmoves -fno-move-loop-invariants -fnon-call-exceptions -fno-omit-frame-pointer -fno-optimize-sibling-calls -foptimize-strlen -fpack-struct -fpartial-inlining -fpeel-loops -fpeephole -fpeephole2 -fno-plt -fpredictive-commoning -fprefetch-loop-arrays -fno-printf-return-value -fno-reg-struct-return -frename-registers -freorder-blocks -freorder-blocks-and-partition -freorder-functions -frerun-cse-after-loop -freschedule-modulo-scheduled-loops -fsched-critical-path-heuristic -fsched-dep-count-heuristic -fno-sched-group-heuristic -fsched-interblock -fsched-last-insn-heuristic -fsched-pressure -fsched-rank-heuristic -fsched-spec -fsched-spec-insn-heuristic -fsched-spec-load -fno-sched-spec-load-dangerous -fsched-stalled-insns -fsched-stalled-insns-dep -fsched2-use-superblocks -fschedule-fusion -fno-schedule-insns -fschedule-insns2 -fsel-sched-pipelining -fsel-sched-pipelining-outer-loops -fno-sel-sched-reschedule-pipelined -fno-selective-scheduling -fno-selective-scheduling2 -fshort-enums -fno-short-wchar -fshrink-wrap -fshrink-wrap-separate -fsplit-ivs-in-unroller -fno-split-loops -fsplit-paths -fsplit-wide-types -fssa-backprop -fno-ssa-phiopt -fstack-protector -fno-stdarg-opt -fno-store-merging -fstrict-overflow -fno-strict-volatile-bitfields -fthread-jumps -ftracer -ftrapv -fno-tree-bit-ccp -ftree-builtin-call-dce -fno-tree-ccp -ftree-ch -ftree-coalesce-vars -fno-tree-copy-prop -ftree-cselim -fno-tree-dce -fno-tree-dominator-opts -fno-tree-dse -fno-tree-forwprop -ftree-fre -fno-tree-loop-distribute-patterns -fno-tree-loop-distribution -ftree-loop-if-convert -ftree-loop-im -fno-tree-loop-ivcanon -fno-tree-loop-optimize -fno-tree-loop-vectorize -ftree-lrs -ftree-partial-pre -ftree-phiprop -ftree-pre -ftree-pta -ftree-reassoc -ftree-scev-cprop -fno-tree-sink -ftree-slp-vectorize -fno-tree-slsr -ftree-sra -ftree-switch-conversion -ftree-tail-merge -ftree-ter -fno-tree-vectorize -fno-tree-vrp -funconstrained-commons -funroll-all-loops -funroll-loops -funswitch-loops -funwind-tables -fno-variable-expansion-in-unroller -fweb -fwrapv,26954101928,129.510031,True,103
EP.D,-O2 -fno-aggressive-loop-optimizations -falign-functions -fno-align-jumps -fno-align-labels -falign-loops -fasynchronous-unwind-tables -fno-auto-inc-dec -fbranch-count-reg -fbranch-target-load-optimize -fbranch-target-load-optimize2 -fno-btr-bb-exclusive -fcaller-saves -fcode-hoisting -fno-combine-stack-adjustments -fcompare-elim -fconserve-stack -fcprop-registers -fcrossjumping -fcse-follow-jumps -fdce -fdefer-pop -fdelayed-branch -fdelete-dead-exceptions -fdelete-null-pointer-checks -fdevirtualize -fno-devirtualize-speculatively -fdse -fno-early-inlining -fno-exceptions -fexpensive-optimizations -fforward-propagate -fno-function-cse -fgcse -fgcse-after-reload -fgcse-las -fgcse-lm -fgcse-sm -fno-graphite -fgraphite-identity -fguess-branch-probability -fhoist-adjacent-loads -fno-if-conversion -fno-if-conversion2 -findirect-inlining -finline -finline-atomics -finline-functions -finline-functions-called-once -fno-inline-small-functions -fipa-bit-cp -fno-ipa-cp -fipa-cp-clone -fno-ipa-icf -fno-ipa-icf-functions -fno-ipa-icf-variables -fno-ipa-profile -fno-ipa-pta -fipa-pure-const -fno-ipa-ra -fipa-reference -fno-ipa-sra -fipa-vrp -fira-hoist-pressure -fira-loop-pressure -fira-share-save-slots -fno-ira-share-spill-slots -fisolate-erroneous-paths-attribute -fisolate-erroneous-paths-dereference -fivopts -fjump-tables -fkeep-gc-roots-live -fno-limit-function-alignment -flive-range-shrinkage -floop-nest-optimize -fno-loop-parallelize-all -fno-lra-remat -fmodulo-sched -fmodulo-sched-allow-regmoves -fno-move-loop-invariants -fnon-call-exceptions -fno-omit-frame-pointer -fno-optimize-sibling-calls -foptimize-strlen -fpack-struct -fpartial-inlining -fpeel-loops -fpeephole -fpeephole2 -fno-plt -fpredictive-commoning -fprefetch-loop-arrays -fno-printf-return-value -fno-reg-struct-return -frename-registers -freorder-blocks -freorder-blocks-and-partition -freorder-functions -frerun-cse-after-loop -freschedule-modulo-scheduled-loops -fsched-critical-path-heuristic -fsched-dep-count-heuristic -fno-sched-group-heuristic -fsched-interblock -fsched-last-insn-heuristic -fsched-pressure -fsched-rank-heuristic -fsched-spec -fsched-spec-insn-heuristic -fsched-spec-load -fno-sched-spec-load-dangerous -fsched-stalled-insns -fsched-stalled-insns-dep -fsched2-use-superblocks -fschedule-fusion -fno-schedule-insns -fschedule-insns2 -fsel-sched-pipelining -fsel-sched-pipelining-outer-loops -fno-sel-sched-reschedule-pipelined -fno-selective-scheduling -fno-selective-scheduling2 -fshort-enums -fno-short-wchar -fshrink-wrap -fshrink-wrap-separate -fsplit-ivs-in-unroller -fno-split-loops -fsplit-paths -fsplit-wide-types -fssa-backprop -fno-ssa-phiopt -fstack-protector -fno-stdarg-opt -fno-store-merging -fstrict-overflow -fno-strict-volatile-bitfields -fthread-jumps -ftracer -ftrapv -fno-tree-bit-ccp -ftree-builtin-call-dce -fno-tree-ccp -ftree-ch -ftree-coalesce-vars -fno-tree-copy-prop -ftree-cselim -fno-tree-dce -fno-tree-dominator-opts -fno-tree-dse -fno-tree-forwprop -ftree-fre -fno-tree-loop-distribute-patterns -fno-tree-loop-distribution -ftree-loop-if-convert -ftree-loop-im -fno-tree-loop-ivcanon -fno-tree-loop-optimize -fno-tree-loop-vectorize -ftree-lrs -ftree-partial-pre -ftree-phiprop -ftree-pre -ftree-pta -ftree-reassoc -ftree-scev-cprop -fno-tree-sink -ftree-slp-vectorize -fno-tree-slsr -ftree-sra -ftree-switch-conversion -ftree-tail-merge -ftree-ter -fno-tree-vectorize -fno-tree-vrp -funconstrained-commons -funroll-all-loops -funroll-loops -funswitch-loops -funwind-tables -fno-variable-expansion-in-unroller -fweb -fwrapv,26911353729,129.430936,True,103
EP.D,-O2 -fno-aggressive-loop-optimizations -falign-functions -fno-align-jumps -fno-align-labels -falign-loops -fasynchronous-unwind-tables -fno-auto-inc-dec -fbranch-count-reg -fbranch-target-load-optimize -fbranch-target-load-optimize2 -fno-btr-bb-exclusive -fcaller-saves -fcode-hoisting -fno-combine-stack-adjustments -fcompare-elim -fconserve-stack -fcprop-registers -fcrossjumping -fcse-follow-jumps -fdce -fdefer-pop -fdelayed-branch -fdelete-dead-exceptions -fdelete-null-pointer-checks -fdevirtualize -fno-devirtualize-speculatively -fdse -fno-early-inlining -fno-exceptions -fexpensive-optimizations -fforward-propagate -fno-function-cse -fgcse -fgcse-after-reload -fgcse-las -fgcse-lm -fgcse-sm -fno-graphite -fgraphite-identity -fguess-branch-probability -fhoist-adjacent-loads -fno-if-conversion -fno-if-conversion2 -findirect-inlining -finline -finline-atomics -finline-functions -finline-functions-called-once -fno-inline-small-functions -fipa-bit-cp -fno-ipa-cp -fipa-cp-clone -fno-ipa-icf -fno-ipa-icf-functions -fno-ipa-icf-variables -fno-ipa-profile -fno-ipa-pta -fipa-pure-const -fno-ipa-ra -fipa-reference -fno-ipa-sra -fipa-vrp -fira-hoist-pressure -fira-loop-pressure -fira-share-save-slots -fno-ira-share-spill-slots -fisolate-erroneous-paths-attribute -fisolate-erroneous-paths-dereference -fivopts -fjump-tables -fkeep-gc-roots-live -fno-limit-function-alignment -flive-range-shrinkage -floop-nest-optimize -fno-loop-parallelize-all -fno-lra-remat -fmodulo-sched -fmodulo-sched-allow-regmoves -fno-move-loop-invariants -fnon-call-exceptions -fno-omit-frame-pointer -fno-optimize-sibling-calls -foptimize-strlen -fpack-struct -fpartial-inlining -fpeel-loops -fpeephole -fpeephole2 -fno-plt -fpredictive-commoning -fprefetch-loop-arrays -fno-printf-return-value -fno-reg-struct-return -frename-registers -freorder-blocks -freorder-blocks-and-partition -freorder-functions -frerun-cse-after-loop -freschedule-modulo-scheduled-loops -fsched-critical-path-heuristic -fsched-dep-count-heuristic -fno-sched-group-heuristic -fsched-interblock -fsched-last-insn-heuristic -fsched-pressure -fsched-rank-heuristic -fsched-spec -fsched-spec-insn-heuristic -fsched-spec-load -fno-sched-spec-load-dangerous -fsched-stalled-insns -fsched-stalled-insns-dep -fsched2-use-superblocks -fschedule-fusion -fno-schedule-insns -fschedule-insns2 -fsel-sched-pipelining -fsel-sched-pipelining-outer-loops -fno-sel-sched-reschedule-pipelined -fno-selective-scheduling -fno-selective-scheduling2 -fshort-enums -fno-short-wchar -fshrink-wrap -fshrink-wrap-separate -fsplit-ivs-in-unroller -fno-split-loops -fsplit-paths -fsplit-wide-types -fssa-backprop -fno-ssa-phiopt -fstack-protector -fno-stdarg-opt -fno-store-merging -fstrict-overflow -fno-strict-volatile-bitfields -fthread-jumps -ftracer -ftrapv -fno-tree-bit-ccp -ftree-builtin-call-dce -fno-tree-ccp -ftree-ch -ftree-coalesce-vars -fno-tree-copy-prop -ftree-cselim -fno-tree-dce -fno-tree-dominator-opts -fno-tree-dse -fno-tree-forwprop -ftree-fre -fno-tree-loop-distribute-patterns -fno-tree-loop-distribution -ftree-loop-if-convert -ftree-loop-im -fno-tree-loop-ivcanon -fno-tree-loop-optimize -fno-tree-loop-vectorize -ftree-lrs -ftree-partial-pre -ftree-phiprop -ftree-pre -ftree-pta -ftree-reassoc -ftree-scev-cprop -fno-tree-sink -ftree-slp-vectorize -fno-tree-slsr -ftree-sra -ftree-switch-conversion -ftree-tail-merge -ftree-ter -fno-tree-vectorize -fno-tree-vrp -funconstrained-commons -funroll-all-loops -funroll-loops -funswitch-loops -funwind-tables -fno-variable-expansion-in-unroller -fweb -fwrapv,26971464246,129.556801,True,103
EP.D,-O2 -fno-aggressive-loop-optimizations -falign-functions -fno-align-jumps -fno-align-labels -fno-align-loops -fno-asynchronous-unwind-tables -fauto-inc-dec -fno-branch-count-reg -fbranch-target-load-optimize -fno-branch-target-load-optimize2 -fno-btr-bb-exclusive -fcaller-saves -fcode-hoisting -fcombine-stack-adjustments -fcompare-elim -fno-conserve-stack -fno-cprop-registers -fno-crossjumping -fno-cse-follow-jumps -fno-dce -fno-defer-pop -fno-delayed-branch -fdelete-dead-exceptions -fdelete-null-pointer-checks -fno-devirtualize -fno-devirtualize-speculatively -fdse -fno-early-inlining -fno-exceptions -fno-expensive-optimizations -fforward-propagate -fno-function-cse -fgcse -fgcse-after-reload -fno-gcse-las -fno-gcse-lm -fno-gcse-sm -fgraphite -fgraphite-identity -fno-guess-branch-probability -fno-hoist-adjacent-loads -fno-if-conversion -fif-conversion2 -findirect-inlining -fno-inline -finline-atomics -finline-functions -finline-functions-called-once -fno-inline-small-functions -fno-ipa-bit-cp -fipa-cp -fipa-cp-clone -fno-ipa-icf -fno-ipa-icf-functions -fipa-icf-variables -fipa-profile -fipa-pta -fno-ipa-pure-const -fno-ipa-ra -fipa-reference -fipa-sra -fno-ipa-vrp -fno-ira-hoist-pressure -fira-loop-pressure -fno-ira-share-save-slots -fno-ira-share-spill-slots -fisolate-erroneous-paths-attribute -fno-isolate-erroneous-paths-dereference -fivopts -fno-jump-tables -fkeep-gc-roots-live -fno-limit-function-alignment -flive-range-shrinkage -floop-nest-optimize -fno-loop-parallelize-all -flra-remat -fno-modulo-sched -fno-modulo-sched-allow-regmoves -fno-move-loop-invariants -fno-non-call-exceptions -fno-omit-frame-pointer -foptimize-sibling-calls -foptimize-strlen -fpack-struct -fno-partial-inlining -fpeel-loops -fno-peephole -fpeephole2 -fno-plt -fno-predictive-commoning -fno-prefetch-loop-arrays -fno-printf-return-value -freg-struct-return -fno-rename-registers -fno-reorder-blocks -freorder-blocks-and-partition -freorder-functions -fno-rerun-cse-after-loop -fno-reschedule-modulo-scheduled-loops -fno-sched-critical-path-heuristic -fsched-dep-count-heuristic -fsched-group-heuristic -fsched-interblock -fsched-last-insn-heuristic -fsched-pressure -fno-sched-rank-heuristic -fsched-spec -fsched-spec-insn-heuristic -fno-sched-spec-load -fno-sched-spec-load-dangerous -fno-sched-stalled-insns -fsched-stalled-insns-dep -fsched2-use-superblocks -fschedule-fusion -fno-schedule-insns -fschedule-insns2 -fsel-sched-pipelining -fsel-sched-pipelining-outer-loops -fsel-sched-reschedule-pipelined -fno-selective-scheduling -fselective-scheduling2 -fshort-enums -fno-short-wchar -fno-shrink-wrap -fshrink-wrap-separate -fsplit-ivs-in-unroller -fsplit-loops -fno-split-paths -fsplit-wide-types -fssa-backprop -fno-ssa-phiopt -fno-stack-protector -fstdarg-opt -fstore-merging -fstrict-overflow -fstrict-volatile-bitfields -fthread-jumps -fno-tracer -fno-trapv -fno-tree-bit-ccp -ftree-builtin-call-dce -fno-tree-ccp -fno-tree-ch -ftree-coalesce-vars -ftree-copy-prop -fno-tree-cselim -fno-tree-dce -ftree-dominator-opts -fno-tree-dse -fno-tree-forwprop -fno-tree-fre -ftree-loop-distribute-patterns -fno-tree-loop-distribution -fno-tree-loop-if-convert -fno-tree-loop-im -fno-tree-loop-ivcanon -ftree-loop-optimize -ftree-loop-vectorize -fno-tree-lrs -fno-tree-partial-pre -fno-tree-phiprop -fno-tree-pre -ftree-pta -fno-tree-reassoc -ftree-scev-cprop -fno-tree-sink -fno-tree-slp-vectorize -ftree-slsr -fno-tree-sra -fno-tree-switch-conversion -fno-tree-tail-merge -ftree-ter -fno-tree-vectorize -ftree-vrp -funconstrained-commons -fno-unroll-all-loops -fno-unroll-loops -funswitch-loops -fno-unwind-tables -fvariable-expansion-in-unroller -fno-web -fwrapv,27560648462,133.747511,True,146
EP.D,-O2 -fno-aggressive-loop-optimizations -falign-functions -fno-align-jumps -fno-align-labels -fno-align-loops -fno-asynchronous-unwind-tables -fauto-inc-dec -fno-branch-count-reg -fbranch-target-load-optimize -fno-branch-target-load-optimize2 -fno-btr-bb-exclusive -fcaller-saves -fcode-hoisting -fcombine-stack-adjustments -fcompare-elim -fno-conserve-stack -fno-cprop-registers -fno-crossjumping -fno-cse-follow-jumps -fno-dce -fno-defer-pop -fno-delayed-branch -fdelete-dead-exceptions -fdelete-null-pointer-checks -fno-devirtualize -fno-devirtualize-speculatively -fdse -fno-early-inlining -fno-exceptions -fno-expensive-optimizations -fforward-propagate -fno-function-cse -fgcse -fgcse-after-reload -fno-gcse-las -fno-gcse-lm -fno-gcse-sm -fgraphite -fgraphite-identity -fno-guess-branch-probability -fno-hoist-adjacent-loads -fno-if-conversion -fif-conversion2 -findirect-inlining -fno-inline -finline-atomics -finline-functions -finline-functions-called-once -fno-inline-small-functions -fno-ipa-bit-cp -fipa-cp -fipa-cp-clone -fno-ipa-icf -fno-ipa-icf-functions -fipa-icf-variables -fipa-profile -fipa-pta -fno-ipa-pure-const -fno-ipa-ra -fipa-reference -fipa-sra -fno-ipa-vrp -fno-ira-hoist-pressure -fira-loop-pressure -fno-ira-share-save-slots -fno-ira-share-spill-slots -fisolate-erroneous-paths-attribute -fno-isolate-erroneous-paths-dereference -fivopts -fno-jump-tables -fkeep-gc-roots-live -fno-limit-function-alignment -flive-range-shrinkage -floop-nest-optimize -fno-loop-parallelize-all -flra-remat -fno-modulo-sched -fno-modulo-sched-allow-regmoves -fno-move-loop-invariants -fno-non-call-exceptions -fno-omit-frame-pointer -foptimize-sibling-calls -foptimize-strlen -fpack-struct -fno-partial-inlining -fpeel-loops -fno-peephole -fpeephole2 -fno-plt -fno-predictive-commoning -fno-prefetch-loop-arrays -fno-printf-return-value -freg-struct-return -fno-rename-registers -fno-reorder-blocks -freorder-blocks-and-partition -freorder-functions -fno-rerun-cse-after-loop -fno-reschedule-modulo-scheduled-loops -fno-sched-critical-path-heuristic -fsched-dep-count-heuristic -fsched-group-heuristic -fsched-interblock -fsched-last-insn-heuristic -fsched-pressure -fno-sched-rank-heuristic -fsched-spec -fsched-spec-insn-heuristic -fno-sched-spec-load -fno-sched-spec-load-dangerous -fno-sched-stalled-insns -fsched-stalled-insns-dep -fsched2-use-superblocks -fschedule-fusion -fno-schedule-insns -fschedule-insns2 -fsel-sched-pipelining -fsel-sched-pipelining-outer-loops -fsel-sched-reschedule-pipelined -fno-selective-scheduling -fselective-scheduling2 -fshort-enums -fno-short-wchar -fno-shrink-wrap -fshrink-wrap-separate -fsplit-ivs-in-unroller -fsplit-loops -fno-split-paths -fsplit-wide-types -fssa-backprop -fno-ssa-phiopt -fno-stack-protector -fstdarg-opt -fstore-merging -fstrict-overflow -fstrict-volatile-bitfields -fthread-jumps -fno-tracer -fno-trapv -fno-tree-bit-ccp -ftree-builtin-call-dce -fno-tree-ccp -fno-tree-ch -ftree-coalesce-vars -ftree-copy-prop -fno-tree-cselim -fno-tree-dce -ftree-dominator-opts -fno-tree-dse -fno-tree-forwprop -fno-tree-fre -ftree-loop-distribute-patterns -fno-tree-loop-distribution -fno-tree-loop-if-convert -fno-tree-loop-im -fno-tree-loop-ivcanon -ftree-loop-optimize -ftree-loop-vectorize -fno-tree-lrs -fno-tree-partial-pre -fno-tree-phiprop -fno-tree-pre -ftree-pta -fno-tree-reassoc -ftree-scev-cprop -fno-tree-sink -fno-tree-slp-vectorize -ftree-slsr -fno-tree-sra -fno-tree-switch-conversion -fno-tree-tail-merge -ftree-ter -fno-tree-vectorize -ftree-vrp -funconstrained-commons -fno-unroll-all-loops -fno-unroll-loops -funswitch-loops -fno-unwind-tables -fvariable-expansion-in-unroller -fno-web -fwrapv,27142477608,130.368492,True,146
EP.D,-O2 -fno-aggressive-loop-optimizations -falign-functions -fno-align-jumps -fno-align-labels -fno-align-loops -fno-asynchronous-unwind-tables -fauto-inc-dec -fno-branch-count-reg -fbranch-target-load-optimize -fno-branch-target-load-optimize2 -fno-btr-bb-exclusive -fcaller-saves -fcode-hoisting -fcombine-stack-adjustments -fcompare-elim -fno-conserve-stack -fno-cprop-registers -fno-crossjumping -fno-cse-follow-jumps -fno-dce -fno-defer-pop -fno-delayed-branch -fdelete-dead-exceptions -fdelete-null-pointer-checks -fno-devirtualize -fno-devirtualize-speculatively -fdse -fno-early-inlining -fno-exceptions -fno-expensive-optimizations -fforward-propagate -fno-function-cse -fgcse -fgcse-after-reload -fno-gcse-las -fno-gcse-lm -fno-gcse-sm -fgraphite -fgraphite-identity -fno-guess-branch-probability -fno-hoist-adjacent-loads -fno-if-conversion -fif-conversion2 -findirect-inlining -fno-inline -finline-atomics -finline-functions -finline-functions-called-once -fno-inline-small-functions -fno-ipa-bit-cp -fipa-cp -fipa-cp-clone -fno-ipa-icf -fno-ipa-icf-functions -fipa-icf-variables -fipa-profile -fipa-pta -fno-ipa-pure-const -fno-ipa-ra -fipa-reference -fipa-sra -fno-ipa-vrp -fno-ira-hoist-pressure -fira-loop-pressure -fno-ira-share-save-slots -fno-ira-share-spill-slots -fisolate-erroneous-paths-attribute -fno-isolate-erroneous-paths-dereference -fivopts -fno-jump-tables -fkeep-gc-roots-live -fno-limit-function-alignment -flive-range-shrinkage -floop-nest-optimize -fno-loop-parallelize-all -flra-remat -fno-modulo-sched -fno-modulo-sched-allow-regmoves -fno-move-loop-invariants -fno-non-call-exceptions -fno-omit-frame-pointer -foptimize-sibling-calls -foptimize-strlen -fpack-struct -fno-partial-inlining -fpeel-loops -fno-peephole -fpeephole2 -fno-plt -fno-predictive-commoning -fno-prefetch-loop-arrays -fno-printf-return-value -freg-struct-return -fno-rename-registers -fno-reorder-blocks -freorder-blocks-and-partition -freorder-functions -fno-rerun-cse-after-loop -fno-reschedule-modulo-scheduled-loops -fno-sched-critical-path-heuristic -fsched-dep-count-heuristic -fsched-group-heuristic -fsched-interblock -fsched-last-insn-heuristic -fsched-pressure -fno-sched-rank-heuristic -fsched-spec -fsched-spec-insn-heuristic -fno-sched-spec-load -fno-sched-spec-load-dangerous -fno-sched-stalled-insns -fsched-stalled-insns-dep -fsched2-use-superblocks -fschedule-fusion -fno-schedule-insns -fschedule-insns2 -fsel-sched-pipelining -fsel-sched-pipelining-outer-loops -fsel-sched-reschedule-pipelined -fno-selective-scheduling -fselective-scheduling2 -fshort-enums -fno-short-wchar -fno-shrink-wrap -fshrink-wrap-separate -fsplit-ivs-in-unroller -fsplit-loops -fno-split-paths -fsplit-wide-types -fssa-backprop -fno-ssa-phiopt -fno-stack-protector -fstdarg-opt -fstore-merging -fstrict-overflow -fstrict-volatile-bitfields -fthread-jumps -fno-tracer -fno-trapv -fno-tree-bit-ccp -ftree-builtin-call-dce -fno-tree-ccp -fno-tree-ch -ftree-coalesce-vars -ftree-copy-prop -fno-tree-cselim -fno-tree-dce -ftree-dominator-opts -fno-tree-dse -fno-tree-forwprop -fno-tree-fre -ftree-loop-distribute-patterns -fno-tree-loop-distribution -fno-tree-loop-if-convert -fno-tree-loop-im -fno-tree-loop-ivcanon -ftree-loop-optimize -ftree-loop-vectorize -fno-tree-lrs -fno-tree-partial-pre -fno-tree-phiprop -fno-tree-pre -ftree-pta -fno-tree-reassoc -ftree-scev-cprop -fno-tree-sink -fno-tree-slp-vectorize -ftree-slsr -fno-tree-sra -fno-tree-switch-conversion -fno-tree-tail-merge -ftree-ter -fno-tree-vectorize -ftree-vrp -funconstrained-commons -fno-unroll-all-loops -fno-unroll-loops -funswitch-loops -fno-unwind-tables -fvariable-expansion-in-unroller -fno-web -fwrapv,27222870330,130.375933,True,146
EP.D,-O2 -faggressive-loop-optimizations -falign-functions -fno-align-jumps -falign-labels -falign-loops -fno-asynchronous-unwind-tables -fauto-inc-dec -fbranch-count-reg -fno-branch-target-load-optimize -fbranch-target-load-optimize2 -fbtr-bb-exclusive -fno-caller-saves -fcode-hoisting -fcombine-stack-adjustments -fno-compare-elim -fconserve-stack -fcprop-registers -fno-crossjumping -fno-cse-follow-jumps -fno-dce -fdefer-pop -fno-delayed-branch -fdelete-dead-exceptions -fdelete-null-pointer-checks -fno-devirtualize -fno-devirtualize-speculatively -fdse -fearly-inlining -fno-exceptions -fexpensive-optimizations -fno-forward-propagate -ffunction-cse -fgcse -fgcse-after-reload -fno-gcse-las -fgcse-lm -fno-gcse-sm -fno-graphite -fgraphite-identity -fno-guess-branch-probability -fhoist-adjacent-loads -fno-if-conversion -fif-conversion2 -fno-indirect-inlining -finline -finline-atomics -finline-functions -finline-functions-called-once -finline-small-functions -fipa-bit-cp -fipa-cp -fipa-cp-clone -fno-ipa-icf -fipa-icf-functions -fipa-icf-variables -fipa-profile -fipa-pta -fipa-pure-const -fno-ipa-ra -fipa-reference -fipa-sra -fipa-vrp -fira-hoist-pressure -fira-loop-pressure -fira-share-save-slots -fira-share-spill-slots -fisolate-erroneous-paths-attribute -fisolate-erroneous-paths-dereference -fivopts -fjump-tables -fkeep-gc-roots-live -flimit-function-alignment -fno-live-range-shrinkage -floop-nest-optimize -fno-loop-parallelize-all -flra-remat -fno-modulo-sched -fmodulo-sched-allow-regmoves -fmove-loop-invariants -fno-non-call-exceptions -fno-omit-frame-pointer -fno-optimize-sibling-calls -foptimize-strlen -fpack-struct -fpartial-inlining -fpeel-loops -fno-peephole -fpeephole2 -fplt -fpredictive-commoning -fprefetch-loop-arrays -fprintf-return-value -fno-reg-struct-return -frename-registers -fno-reorder-blocks -freorder-blocks-and-partition -fno-reorder-functions -fno-rerun-cse-after-loop -freschedule-modulo-scheduled-loops -fno-sched-critical-path-heuristic -fno-sched-dep-count-heuristic -fno-sched-group-heuristic -fno-sched-interblock -fsched-last-insn-heuristic -fsched-pressure -fsched-rank-heuristic -fsched-spec -fsched-spec-insn-heuristic -fno-sched-spec-load -fsched-spec-load-dangerous -fsched-stalled-insns -fno-sched-stalled-insns-dep -fsched2-use-superblocks -fschedule-fusion -fschedule-insns -fschedule-insns2 -fno-sel-sched-pipelining -fno-sel-sched-pipelining-outer-loops -fno-sel-sched-reschedule-pipelined -fselective-scheduling -fselective-scheduling2 -fno-short-enums -fshort-wchar -fno-shrink-wrap -fno-shrink-wrap-separate -fsplit-ivs-in-unroller -fsplit-loops -fsplit-paths -fsplit-wide-types -fno-ssa-backprop -fssa-phiopt -fstack-protector -fno-stdarg-opt -fno-store-merging -fno-strict-overflow -fno-strict-volatile-bitfields -fthread-jumps -fno-tracer -fno-trapv -ftree-bit-ccp -ftree-builtin-call-dce -ftree-ccp -ftree-ch -fno-tree-coalesce-vars -fno-tree-copy-prop -fno-tree-cselim -ftree-dce -ftree-dominator-opts -ftree-dse -ftree-forwprop -fno-tree-fre -ftree-loop-distribute-patterns -ftree-loop-distribution -fno-tree-loop-if-convert -fno-tree-loop-im -ftree-loop-ivcanon -fno-tree-loop-optimize -fno-tree-loop-vectorize -fno-tree-lrs -fno-tree-partial-pre -ftree-phiprop -ftree-pre -ftree-pta -ftree-reassoc -ftree-scev-cprop -ftree-sink -ftree-slp-vectorize -fno-tree-slsr -fno-tree-sra -ftree-switch-conversion -ftree-tail-merge -ftree-ter -fno-tree-vectorize -fno-tree-vrp -funconstrained-commons -funroll-all-loops -funroll-loops -fno-unswitch-loops -funwind-tables -fvariable-expansion-in-unroller -fno-web -fwrapv,27499876042,132.121492,True,153
